Token,NER_label
فردوس,I_LOC
در,O
صبح,B_TIM
الیانس,I_ORG
به,O
مجرمان,O
تجهیزات,O
مسايل,O
و,O
امنیتی,O
،,O
ها,O
سیاسی,O
تنها,O
مجلس,B_ORG
صنعت,O
اسلامی,I_ORG
اثر,O
غیبی,O
وقوع,O
بارو,B_LOC
کمیته,B_ORG
داده,O
به,O
گیلان,B_LOC
جز,O
شدن,O
حسینی,I_PER
ابن,B_PER
شهرستان,O
زیست,I_ORG
سبیل,O
تصمیم,B_ORG
تجار,I_PER
جهاد,B_EVE
خاصی,O
ولی,B_PER
مربیان,I_EVE
طالبان,B_ORG
طرح,O
ای,O
گیلان,B_LOC
نشست,B_EVE
سال,B_DAT
سوپرمارکت,B_LOC
یک,O
بالای,O
کند,O
مهر,B_ORG
های,I_ORG
این,O
نماینده,B_PER
افتد,O
دفاع,I_DAT
از,O
۷۰,I_DAT
دوشنبه,I_DAT
منصب,O
قهرمان,O
کارون,I_ORG
چها,I_ORG
ایران,B_LOC
ایرنا,B_ORG
دو,O
حضرت,B_PER
خطبه,B_LOC
عملکرد,O
لازم,O
حمیدرضا,B_PER
شاید,O
های,O
،,I_ORG
مسکن,I_ORG
ای,O
های,O
ها,I_PER
پروژه,O
کمیته,B_ORG
ریو,B_PER
از,O
جنگ,B_EVE
امام,B_PER
امور,I_ORG
حسین,B_PER
مصطفی,B_PER
شفارود,I_LOC
سلطانیه,B_LOC
،,O
در,O
در,O
اظهارنظرها,O
فارس,I_ORG
خون,I_ORG
.,O
را,O
انقلاب,B_EVE
چین,B_LOC
۴,B_DAT
.,O
ورزش,O
گفت,O
وزارت,B_ORG
اکولوژی,O
لیبرال,O
کانون,B_ORG
غذا,O
جدیتر,O
گاز,O
حفاظت,I_PER
طرح,B_EVE
از,O
خادم,I_PER
،,O
خواهیم,O
،,O
فرانسه,B_LOC
دولت,B_ORG
یک,O
ایران,B_LOC
چهار,B_DAT
ستون,O
۱۶,I_TIM
مراجع,B_ORG
متخصصی,O
خدمات,O
۱۲۵,O
خلیلیان,I_PER
شهید,I_LOC
قم,I_ORG
داد,O
جمهور,I_PER
کربلا,B_LOC
ژرفا,O
هاشم,I_ORG
بخش,B_ORG
عباس,B_PER
اظهار,O
تیم,B_ORG
موضوع,O
واشنگتن,B_LOC
ان,I_ORG
عام,O
برای,O
افز,O
عراق,B_LOC
حاضر,O
خرداد,B_DAT
این,O
اهتمام,O
تحریریه,O
خبرگزاری,I_PER
که,O
اولین,B_EVE
فرهنگ,I_ORG
سال,I_DAT
حقوق,I_ORG
مکی,B_PER
حوزه,I_PER
دوره,I_EVE
رتبه,O
ها,O
شرکت,B_ORG
تسنیم,I_ORG
ووشو,I_ORG
ایکنا,B_ORG
از,O
به,O
گو,O
ع,I_PER
را,O
مشترکان,O
از,O
خودرو,I_ORG
را,O
نکنم,O
عملیاتی,O
##ی,O
۷,B_DAT
اندیشه,O
ویديوکنفرانس,B_EVE
دشت,I_ORG
اخر,O
شود,O
اما,O
باشد,O
کشی,I_EVE
می,O
گیری,O
ارامش,O
باشند,O
است,O
:,I_PER
پشم,O
بعد,B_DAT
به,O
امریکا,B_LOC
مسابقات,B_EVE
اذربایجان,I_ORG
نفر,O
و,O
/,I_LOC
،,O
عیسی,B_PER
ایلام,I_ORG
،,O
های,O
۱۲,B_DAT
شعبان,I_EVE
محترم,I_PER
روشنی,I_PER
سال,O
وارد,O
۹۰,O
زحمات,O
پیشرفت,O
،,O
شهاب,I_PER
میلیارد,O
کنند,O
##طه,I_DAT
مورد,O
عصبانیتش,O
و,I_DAT
کشور,O
فلا,O
خاطر,O
در,O
۱۴۰۰,I_DAT
در,O
در,O
است,O
توکیو,I_EVE
فرانسه,B_LOC
پیش,O
ایران,B_mainLOC
بیرجند,B_LOC
خراسان,I_PER
خراسان,B_mainLOC
راستا,O
نفت,B_ORG
را,I_EVE
اسلامی,I_ORG
،,I_LOC
نیست,O
نظامی,I_ORG
حضرت,B_PER
یزد,I_LOC
می,O
های,O
اموزش,B_LOC
به,O
بر,O
زندگی,O
دولت,B_ORG
با,O
مارگون,I_LOC
در,O
فدراسیون,B_ORG
دلیل,O
:,O
.,O
دادرس,B_PER
می,O
فارس,I_EVE
/,O
پتانسیل,O
امریکا,B_LOC
افغانستان,B_LOC
ابادی,I_PER
۵,I_DAT
کرونا,O
عمران,B_PER
با,O
سال,B_DAT
بودن,O
محمدا,I_mainLOC
ايین,B_EVE
به,O
پاییز,I_EVE
کارگاه,O
ره,I_PER
کمتر,O
در,O
در,O
خواب,O
ساکسو,B_ORG
ملی,O
عبادی,I_DAT
اهواز,B_LOC
یافت,O
دشمن,O
ان,O
محمدمهدی,B_PER
افغانستان,B_LOC
جلوگیری,O
سه,O
همه,O
امام,O
جردن,B_PER
حالتی,O
قم,B_LOC
روح,B_PER
مهاباد,B_LOC
می,O
امام,I_LOC
اینگونه,O
ابی,B_PER
کربلا,B_LOC
وارد,O
بیهار,B_LOC
در,O
فقط,O
اسلامی,I_ORG
مراکز,B_LOC
تقلیل,I_LOC
؛,O
۱۰۳,I_LOC
سوختگی,O
مجالس,O
حمایت,I_ORG
نقوی,I_PER
بویی,O
یک,O
دوز,O
همراه,O
امام,B_PER
،,O
هر,O
معاون,B_PER
درعا,B_LOC
ال,O
##جع,I_PER
کمیسیون,B_ORG
و,O
پیاده,O
رود,B_LOC
و,O
اعلام,O
سوریه,B_LOC
شرکت,B_ORG
از,O
هر,O
عدل,O
ثبت,I_EVE
رساند,O
پایان,B_DAT
ان,O
گفت,O
خانه,O
کرد,O
دفتر,I_EVE
و,O
باشگاه,I_ORG
؛,O
شبکه,B_ORG
امیدوارم,O
بهانه,O
با,O
و,O
از,O
ايتلاف,B_ORG
نظام,I_PER
اتاق,B_ORG
بهبودی,O
اطلاعات,I_ORG
تا,I_TIM
گزارش,O
زودی,B_mainLOC
که,O
:,O
سید,B_PER
و,I_ORG
عمر,B_PER
فرمایند,O
قبول,O
ماند,O
ناکام,O
سابق,I_PER
در,O
و,I_ORG
در,O
محمدتقی,B_PER
انجام,O
کشور,I_mainLOC
سجاد,I_PER
بین,O
اتی,O
ایت,B_PER
فرهنگ,I_ORG
استفاده,O
.,O
است,O
led,O
امام,I_LOC
.,O
مطالعات,O
دايمی,I_LOC
و,O
اگر,O
حال,O
از,O
و,O
با,O
و,I_ORG
با,O
اعلان,O
##ی,I_PER
اوباما,I_PER
می,O
که,O
لیگ,B_ORG
و,I_ORG
صهیونیستی,I_ORG
شهرداری,B_ORG
برنامه,O
های,I_ORG
امریکا,I_ORG
همایش,O
شد,O
"""",O
بیستم,O
.,O
نظام,B_PER
همه,O
گیلان,B_LOC
تولیدی,O
استان,I_ORG
ریاست,B_ORG
ریاست,I_ORG
شیراز,B_LOC
،,O
حاشیه,O
شود,O
یزد,B_LOC
مجتبی,I_EVE
گروه,O
سلامت,I_PER
در,O
مسابقات,O
توجه,O
و,O
به,O
ماه,I_DAT
مسکو,B_NAT
حاج,O
غیر,O
نیازهای,O
و,O
تا,O
الوده,O
اشاره,O
ریاست,I_EVE
های,O
استان,I_ORG
چون,O
های,O
رضوی,I_LOC
و,I_ORG
است,O
تنها,O
اصل,O
خبرنگاران,I_ORG
بیان,O
سال,I_DAT
به,O
داخلی,O
مجموع,O
سالروز,B_DAT
جهانگیری,I_PER
شخصیت,O
الملل,I_ORG
اعتبارات,O
دغدغه,O
های,O
ایجاد,O
بودن,O
یمن,I_NAT
،,O
گنبدکاووس,B_LOC
در,O
دوران,B_EVE
۶۳۱,O
نفتی,I_EVE
و,O
الله,I_PER
ایت,I_EVE
نیز,O
قم,B_LOC
این,O
با,O
زیادی,O
مولانا,B_PER
تفاهم,O
و,O
،,O
نپذیرفته,O
نگهبان,I_ORG
حاج,B_PER
جنگ,B_EVE
تومانی,O
عاشورا,B_EVE
با,O
اسلامی,I_ORG
هم,O
۳۵,B_DAT
ريیس,B_PER
کشاورزی,I_ORG
ویروس,I_EVE
سحر,B_TIM
ترمیمی,O
انقلاب,O
و,O
،,I_LOC
او,O
لرستان,B_LOC
پژوهشگاه,I_ORG
بوشهر,I_mainLOC
بامداد,B_TIM
مناطق,B_mainLOC
دست,O
سینمای,B_ORG
سال,I_DAT
که,O
اسفندماه,I_DAT
در,O
که,O
را,O
شایعات,O
خبرنگار,B_ORG
گیری,O
کشورهای,O
استان,I_ORG
حوزه,O
کل,I_ORG
دیگر,O
راه,B_ORG
جواد,I_PER
پل,O
،,O
دولت,B_ORG
پزشکی,I_ORG
ماهنشان,I_mainLOC
تسنیم,I_ORG
سال,I_DAT
بیان,O
جهاد,B_ORG
که,O
با,O
طرح,O
قضایی,I_ORG
تبلیغی,O
به,O
دانشگاهی,I_EVE
اسلامی,I_ORG
گریز,O
شهریور,B_DAT
خبرگزاری,B_ORG
این,O
پیش,O
محمود,I_PER
رعایت,O
پرداخت,O
دیگر,B_LOC
مبارکه,I_ORG
گرد,O
##دین,I_ORG
درباره,O
جوان,I_ORG
،,O
نمود,O
کارشناس,B_PER
من,O
مشکلات,O
اطلاعات,O
را,O
با,O
شیخ,B_PER
یک,O
قرار,O
شود,O
کتاب,I_EVE
ایام,B_EVE
حوزه,O
سه,B_DAT
صحبت,O
دارایی,I_ORG
هیات,B_ORG
وجود,O
یکی,O
و,O
گفت,O
جمهوری,O
جمهوری,I_NAT
،,O
های,O
/,O
های,O
انجام,O
دانشگاه,B_ORG
به,O
که,O
مرکز,I_PER
قم,B_LOC
نظامی,B_PER
فیروزی,I_PER
باشد,O
با,O
انتخابات,I_ORG
حیاتی,O
به,O
های,O
اساس,O
اسلامی,I_ORG
،,I_ORG
و,O
امیر,B_PER
از,O
ارتقا,O
دوشنبه,B_DAT
جنوبی,I_ORG
هوایی,O
جوانان,I_ORG
هرمزگان,B_LOC
که,O
تغییرات,O
سفید,I_LOC
کشور,O
سوریه,B_LOC
الاسلامیه,I_ORG
در,I_EVE
گریه,O
در,O
اجت,O
و,I_PER
روابط,O
۳۰,I_LOC
شد,O
ایران,B_LOC
است,O
مقننه,I_ORG
مثال,O
یاد,O
عنوان,O
با,O
و,O
برای,O
گیلان,B_LOC
است,O
درامدهای,I_PER
ملی,O
و,O
:,O
نصرت,B_PER
این,O
دچار,O
در,O
شدن,O
خانواده,B_PER
##نی,I_LOC
معاند,O
به,O
هم,O
ترویج,O
از,O
نمایشگاهی,I_EVE
و,O
روی,O
و,O
ان,O
فرهنگیان,I_ORG
،,I_DAT
کشاورزی,I_ORG
حیث,O
فارس,I_PER
مقاطع,O
همرزمان,O
از,O
سوریه,I_mainLOC
صحبت,O
نقل,O
پایتخت,I_ORG
سالروز,B_EVE
انجام,O
امام,B_PER
همچنین,O
دهیم,O
کار,O
هم,O
خبرگزاری,B_ORG
ادیان,O
هر,O
کشوری,I_ORG
المللی,I_NAT
هدایت,I_LOC
اداری,I_LOC
و,I_ORG
در,O
در,O
زبان,O
،,I_PER
عاقبت,O
درباره,O
متعددی,O
بانکی,O
۱۴,B_DAT
ابادان,I_PER
ای,I_PER
؛,O
بود,O
etf,I_ORG
بهمن,I_EVE
امنیت,O
امروز,O
س,I_mainLOC
.,O
دوشنبه,I_TIM
کننده,O
افزون,O
اول,I_DAT
،,I_EVE
رهبر,B_PER
ملی,I_ORG
فتا,I_ORG
،,I_ORG
),I_PER
،,O
ترک,I_PER
با,O
و,O
اظهار,O
اسلامی,I_ORG
الملل,O
فساد,O
خطرات,O
فروش,O
امور,I_ORG
که,O
مشترک,O
قرار,O
در,O
کشف,B_EVE
،,O
غنیمت,O
عباسپور,B_PER
رانندگان,O
پلتفرم,O
تولید,O
وی,O
محسنی,I_PER
کلیه,O
اقتصادی,O
دوره,I_EVE
اسلامی,I_EVE
عاشورا,O
باغ,B_LOC
قدس,I_ORG
هویج,O
زاهدان,B_mainLOC
پر,O
به,O
international,O
ارم,O
به,O
کنند,O
اشتغال,O
چیست,O
امامی,I_PER
##s,I_ORG
واسطهای,O
حمید,B_PER
مقدس,I_EVE
محورسازان,I_ORG
پژوهشی,O
،,O
لبنانی,B_NAT
پرداختی,O
:,I_PER
به,O
متحد,O
نظام,O
کشور,O
،,O
لاهیجان,B_LOC
شهرداری,I_ORG
با,O
گروه,O
محمود,B_PER
گچساران,B_LOC
واکسیناسیون,B_EVE
اکرم,B_PER
سالگرد,B_EVE
پر,O
فقط,O
حضرت,B_PER
چهارشنبه,I_DAT
فصل,B_DAT
هاشم,I_PER
سازمان,I_ORG
،,I_PER
اخروی,B_PER
سد,B_LOC
:,O
خبرگزاری,B_ORG
ایرانی,B_NAT
گفت,O
هوای,O
دوم,O
مسابقه,O
شهید,I_ORG
ازاد,I_LOC
دی,I_DAT
مقدس,I_PER
فوق,O
بدل,O
با,O
،,O
مست,I_ORG
شنبه,O
کوچک,I_ORG
گفتنی,O
ها,O
دو,B_DAT
نظرسنجی,O
یاحسین,I_PER
نگران,O
زبان,I_ORG
حجت,B_PER
خبرگزاری,B_ORG
خبرگزاری,I_ORG
اوی,B_ORG
الملل,I_ORG
مجید,B_PER
یهودیان,B_NAT
بیرون,O
در,O
مهدی,B_PER
هواپیما,O
محسن,I_PER
مهندسی,I_ORG
استقرار,O
فرهنگ,I_ORG
افتخاری,I_PER
که,O
و,O
،,I_PER
شهرام,I_PER
خواهی,O
ایران,B_LOC
خود,O
بخش,O
مجلس,B_ORG
بر,O
پی,B_ORG
اذرماه,I_DAT
توییت,O
تنها,O
-,O
مقام,B_PER
به,O
اسفند,I_DAT
ترددهای,O
روسی,B_NAT
بارش,O
خود,O
سه,B_DAT
ريیس,B_PER
دانشگاه,B_ORG
مسی,B_PER
مقدم,I_PER
اروپا,B_LOC
خیران,I_ORG
گروه,I_PER
ساختمان,O
اوست,O
اشنایی,O
روسیه,I_ORG
همان,O
اینکه,O
تويیتری,O
امریکا,B_LOC
قاسم,B_PER
ایران,B_LOC
نوامبر,I_TIM
پروژه,I_ORG
تابناک,B_ORG
ضیایی,I_PER
مردم,O
وزن,O
تهران,I_ORG
پانزدهمین,O
پیروزی,O
قهرمانی,O
چنانچه,O
دربی,B_EVE
تقسیم,B_EVE
صندوق,B_ORG
میلیارد,O
عبدالرحیم,B_PER
ريیس,I_ORG
استان,O
اموزشی,I_ORG
بانوان,O
تولید,I_LOC
ما,O
تعریفی,O
سرطان,O
سال,I_DAT
بین,O
##سایت,O
محرم,I_DAT
از,O
مستحکم,O
شده,O
جانبازان,I_PER
اسلامی,I_NAT
استان,B_LOC
می,O
اهی,I_PER
الله,O
ساختار,O
##ه,I_LOC
می,O
و,B_ORG
بودجه,I_ORG
هنوز,O
و,O
دقیق,O
،,O
ساعت,B_TIM
ارلی,B_PER
گمرک,B_LOC
انجام,O
،,O
سی,I_ORG
نیازمند,O
ما,O
رشد,O
سنت,I_NAT
اختیار,O
پنجم,I_ORG
بود,O
برگزار,O
خوب,O
عاشورا,I_TIM
توافق,B_EVE
محتوای,O
مهندسی,I_ORG
اسلامی,I_ORG
بر,O
مطرح,O
لرستان,B_mainLOC
##na,I_PER
حضور,O
جوان,O
منابع,I_ORG
.,O
عطایی,I_PER
شهر,I_mainLOC
سر,O
دبیرخانه,B_ORG
حتی,O
استانداران,B_PER
سینا,I_LOC
لیلاز,I_PER
طالقانی,I_ORG
های,O
گفت,O
الاقصی,I_LOC
متقاضی,O
فرمودند,O
کنند,O
امروز,B_DAT
شود,O
و,I_DAT
وحدت,I_LOC
این,O
محسن,B_PER
موقت,I_ORG
فاطمه,B_PER
جمهوری,B_LOC
راهور,I_ORG
ایرانی,B_NAT
سیار,O
این,O
جهاد,I_ORG
بهره,O
براین,O
های,O
رویترز,I_ORG
بود,O
موقع,O
ان,O
امیرحسین,B_PER
اتهامات,O
طرح,O
به,O
خواهد,O
دو,O
مقام,B_PER
بیمه,O
تابش,I_PER
ابوالم,B_PER
تداوم,O
سلسله,B_mainLOC
گناوه,I_LOC
اباد,I_LOC
۱۹۴۳,I_DAT
تولید,I_ORG
نظر,O
اتکا,I_ORG
کرد,O
دانشگاههای,B_ORG
سینماهای,B_LOC
استانداری,I_mainLOC
در,O
هم,O
صهیونیستی,I_ORG
هفته,B_DAT
طول,O
دسترسی,O
بزرگ,O
##های,I_ORG
مشخص,O
ایران,B_NAT
کانال,O
قابل,O
پور,I_PER
اذربایجان,B_LOC
کردن,O
کوین,O
اسلام,O
تقی,I_PER
##پناه,I_PER
مراسم,B_EVE
همایون,B_PER
استمرار,O
.,O
ایینی,I_mainLOC
مزار,O
سیستان,I_ORG
##فا,I_mainLOC
و,I_DAT
ایرنا,B_ORG
وجود,O
۱۶,B_DAT
رژیم,B_ORG
زیادی,O
وابسته,O
بورس,B_ORG
الاسلام,I_PER
گوا,B_mainLOC
علمیه,I_PER
جهاد,I_ORG
دهه,B_DAT
جدی,O
مراتع,I_ORG
دعوت,O
حسین,B_PER
ريوف,B_PER
اردبیل,I_LOC
برجام,B_EVE
جشنواره,B_EVE
برق,O
##د,O
مفتح,I_LOC
تسنیم,I_ORG
اشاره,O
در,O
تیم,B_ORG
لرستان,B_LOC
به,O
بیت,O
زاده,I_PER
خارجی,O
در,O
با,O
سال,B_DAT
محمودی,I_PER
ایران,I_LOC
##ی,O
زمان,O
پارک,I_ORG
با,O
فرمانده,B_PER
سوریه,B_LOC
پل,O
۴,B_DAT
بار,O
های,I_EVE
قدر,I_EVE
خبرگزاری,B_ORG
دانشگاه,B_ORG
علوم,O
جهادی,O
ماه,B_DAT
دیگر,I_LOC
کارگردانی,O
ایام,B_DAT
شهدا,I_EVE
بین,O
والمسلمین,I_PER
و,I_EVE
و,O
و,O
خود,O
بسیج,I_PER
،,O
کنندگان,O
بیان,O
نشست,O
در,O
ایجاد,O
زرین,I_PER
شهید,I_ORG
پردیس,B_LOC
کرونا,O
شاه,I_PER
حجت,B_PER
،,O
،,O
شده,O
همیشه,O
.,O
ع,O
حرکت,O
محمدرضا,B_PER
را,O
ماری,B_PER
طاهره,B_PER
مجهز,O
سوال,O
شورای,I_ORG
،,I_DAT
پرسپولیس,B_ORG
این,O
صدر,O
شد,O
شهرسازی,I_ORG
شورای,B_ORG
،,O
-,O
مازندران,I_ORG
رضا,I_PER
سه,B_DAT
:,O
اسفندماه,I_DAT
حضرت,I_EVE
علی,I_PER
عرضه,I_EVE
اظهار,O
موفق,O
دانش,O
علم,I_ORG
انضباطی,I_ORG
که,O
جهت,O
برای,O
قاسم,B_PER
مقدس,I_PER
.,O
ارجمند,I_PER
باشگاه,B_ORG
جدیدی,O
),I_PER
پیش,O
جامعه,O
این,O
سربازان,I_ORG
یکی,O
دانشجویان,I_PER
میدهد,O
در,O
به,O
ولایت,O
عاشقانه,O
شهید,I_PER
انقلاب,I_EVE
امام,B_PER
راحتی,O
بروند,O
دارد,O
و,I_DAT
؛,O
عبدالعظیم,B_PER
کارخانه,B_ORG
اتاق,B_ORG
مهرام,B_ORG
دولتی,I_ORG
انجام,O
محمدی,I_PER
تسهیلات,O
ساسان,B_PER
مجرد,O
استاندارد,O
لغو,O
موزه,B_ORG
پیشوا,I_LOC
الاستین,O
حساسیت,O
،,O
امریکا,B_LOC
وجود,O
این,O
یکشنبه,I_DAT
معتقد,O
مراسم,B_EVE
نشر,I_ORG
امریکایی,B_NAT
گروه,B_ORG
این,O
.,O
گزارش,O
های,O
و,O
استانه,O
خسروی,I_PER
۱۴۰۹,I_DAT
هستیم,O
همان,O
اعضای,O
است,O
کریم,I_mainLOC
زايران,O
ترامپ,B_PER
کارگردانی,O
:,O
نشست,O
زیان,O
نوشیدنی,I_EVE
،,O
کودکان,I_ORG
جدی,O
ظهر,B_TIM
کشتی,I_ORG
می,O
پذیر,O
به,O
نوسازی,I_ORG
غربی,I_LOC
فرانسه,B_LOC
مارس,I_DAT
کشاورزی,I_ORG
جمهوری,B_ORG
نشان,O
علمیه,I_LOC
با,O
،,I_DAT
صندوق,O
دانشگاه,B_ORG
روسیه,B_LOC
صحن,O
را,O
بختیاری,I_LOC
محمود,B_PER
کدک,I_LOC
ارتش,I_ORG
بین,O
اژه,I_PER
قران,O
استان,O
شهادت,I_EVE
پناه,I_PER
هنوزم,O
و,O
و,I_LOC
علی,I_PER
دهند,O
به,O
اسلام,O
داخلی,I_ORG
این,O
عدم,O
اجتماعی,O
دیماه,I_EVE
نوروزی,B_DAT
عکس,O
منطقه,B_LOC
و,O
فکر,O
امیدیه,B_LOC
باشیم,O
اسلامی,I_EVE
عج,I_PER
که,O
کرد,O
سازی,O
اقتصادی,I_ORG
سال,B_DAT
اولین,O
دولت,B_ORG
شایعه,O
پخش,O
خبرگان,I_ORG
##ی,I_PER
جهان,O
۱۴,I_ORG
این,O
با,O
مراجعه,O
نخبه,O
می,O
جدید,O
مستند,O
علوم,I_LOC
روزه,O
بینوش,I_PER
تجربه,O
روشی,O
نوجوانان,O
به,O
تبع,O
خبرگزاری,B_ORG
خیال,O
بدهم,O
پارس,B_ORG
با,O
امام,B_PER
عمار,I_ORG
قزوین,I_LOC
استین,I_PER
با,O
سلیمانی,B_PER
واکسن,O
رابطه,O
کرونا,O
بوشهر,I_PER
ملی,I_ORG
دستگاههای,B_ORG
،,O
گوی,I_EVE
در,O
تساوی,O
شکل,O
از,O
فعالیت,O
کوچک,O
و,O
در,O
از,O
توسعه,I_ORG
مشکل,O
او,O
۱۷,I_TIM
##شر,O
جوان,I_ORG
فارس,I_ORG
و,O
کمک,O
خوزستان,I_ORG
،,O
ها,I_ORG
ورزش,B_ORG
انسجام,O
دراید,O
ایزدپناه,I_PER
بر,O
امام,I_LOC
در,O
که,O
رفته,O
چهار,O
وزارت,B_ORG
مرکل,I_PER
ایسنا,B_ORG
نوو,I_mainLOC
با,O
دوست,O
بهمنی,I_PER
اتصال,O
تیرماه,I_DAT
و,I_ORG
##بودی,I_PER
در,O
های,O
ترین,O
باید,O
کشور,I_PER
و,O
بررسی,O
خرداد,I_DAT
پرورش,I_ORG
همسرازاری,O
در,O
پیکان,B_ORG
سعودی,B_NAT
ترجیحات,O
در,O
۱۳۹۰,O
ارتش,I_ORG
طالبان,B_ORG
فرهنگی,O
اهواز,B_LOC
سال,I_DAT
و,O
سرمایه,O
عارفانه,O
دیروز,I_TIM
-,O
۸۰,O
شاهین,B_PER
و,O
چهارشنبه,B_DAT
و,O
این,I_mainLOC
وزارت,B_ORG
جوان,O
نقل,O
به,O
جدید,O
اضافه,O
می,O
شیراز,B_mainLOC
،,O
انقلاب,I_ORG
پرورش,I_ORG
شده,O
و,O
کرونا,I_EVE
بلکه,O
بازیکن,O
اقتصادی,I_ORG
و,O
المان,B_LOC
پرنیان,I_PER
فرار,O
سپاهانی,B_ORG
شیوع,B_EVE
تصریح,O
به,O
زعم,O
حجت,B_PER
شکل,O
شب,I_DAT
شفاهی,I_EVE
بر,O
،,O
که,O
قربانی,I_PER
؛,O
است,O
و,O
اباد,I_LOC
صورت,O
رحمت,B_PER
کردن,O
بانک,B_ORG
روزه,O
قزوین,B_mainLOC
اشک,O
مستمر,O
توسعه,O
امریکایی,I_LOC
امریکا,B_NAT
اصفهان,B_LOC
قابل,I_ORG
۱۳۹۹,I_DAT
اسلامی,I_ORG
کرد,O
از,I_EVE
کتاب,I_EVE
کرونا,O
دايم,O
قباد,B_PER
با,O
ونقل,I_ORG
سامسونگ,B_ORG
امنیت,I_ORG
به,O
اسلامی,I_ORG
کمر,O
',I_ORG
فرانسه,B_mainLOC
لايوس,B_mainLOC
فرزندان,I_EVE
و,O
رهبری,I_PER
در,O
کرد,O
برگزار,O
درجه,O
امداد,I_ORG
مرکزی,I_ORG
سیاسی,O
،,O
۲۲,I_DAT
حومه,B_LOC
حداقلی,O
به,O
انقلاب,I_ORG
اقبال,B_PER
فارس,B_LOC
مسجد,B_LOC
شهرستان,I_ORG
پیکر,I_EVE
انقلاب,I_EVE
فارس,I_ORG
پیدا,O
:,O
فرخی,I_PER
،,I_PER
اداره,B_ORG
بهتاش,I_PER
کرد,O
شرایط,O
اهمیت,O
این,O
بیعت,O
به,O
پایین,O
٢٠,O
این,O
هفته,B_DAT
ساکن,O
است,O
بخاطر,O
عدد,O
گرفت,O
استیضاح,B_EVE
اسایش,O
به,O
##ول,I_LOC
بعد,B_TIM
۸۰,O
در,O
مسجد,O
است,O
توان,O
اعتیاد,O
مرکزی,I_ORG
پادمانی,O
مبارک,I_EVE
عنوان,O
ابوذر,B_PER
و,O
دانشگاه,B_mainLOC
با,O
و,O
های,O
تخلف,O
دریافت,O
نظر,O
اتریوم,O
بیست,B_DAT
تامین,O
بخش,I_EVE
حسن,B_PER
موضوع,O
##رده,O
سپاه,B_ORG
شود,O
همان,O
کنندگان,O
از,O
و,O
دولت,B_ORG
از,I_ORG
با,O
دانست,O
کریمه,I_LOC
پلیس,I_ORG
انها,O
گوشتی,O
مهم,O
سازمان,B_ORG
ارزوی,O
خبری,O
دسامبر,B_DAT
البرز,I_LOC
گرم,O
اصفهان,I_ORG
با,O
اظهار,O
نمازجمعه,B_EVE
را,O
ها,O
با,O
شهدای,O
به,O
##دا,I_PER
پلاس,I_ORG
:,O
تالش,B_LOC
افریقا,B_mainLOC
اردستان,B_LOC
چهارمحال,B_LOC
سرمایه,O
اقتصادی,I_ORG
ایرنا,B_ORG
یافت,O
شورای,I_ORG
مجتمع,B_ORG
ابهای,O
قوا,I_ORG
اروپا,B_LOC
در,O
و,I_DAT
بلوچستان,I_LOC
اسلامی,I_LOC
هرمزگان,I_LOC
شریف,O
دو,B_DAT
تا,O
رعایت,O
مرکزی,I_LOC
سایر,O
تسنیم,I_ORG
متری,I_LOC
فاطمه,I_PER
و,O
پیش,O
ی,I_DAT
کنزی,I_PER
مورد,O
دانشگاه,B_ORG
اصفهان,B_mainLOC
بازوان,O
نمونه,O
:,O
ای,O
امیدواریم,O
از,O
ترک,O
کالام,I_mainLOC
قبور,I_ORG
امروز,B_DAT
تهران,B_LOC
اجرایی,I_ORG
امریکا,B_LOC
شهر,B_LOC
سرطان,O
سبد,O
کاهش,O
انست,O
اندازی,O
سال,B_DAT
۲۰۲۰,I_DAT
##ار,I_PER
##کاظمی,I_PER
حضور,O
در,O
مجلس,I_ORG
استفاده,O
طبل,O
سال,O
های,O
طالبان,B_ORG
زاهدان,B_mainLOC
خبرگزاری,B_ORG
الهلال,B_ORG
نامه,O
ارتباطی,O
دهه,B_DAT
و,O
بیماری,O
مناطق,O
گزارش,O
به,O
خواهد,O
نامزدهای,O
توکیو,I_EVE
و,O
سال,I_DAT
شورای,I_ORG
گیرد,O
جمع,O
گلستان,I_LOC
است,O
داعش,B_ORG
است,O
صمت,I_ORG
بلکه,O
به,O
وین,B_mainLOC
ایرانی,B_NAT
صادر,O
علمی,O
کشور,O
برخی,O
انتخابات,B_EVE
ان,O
می,O
عدم,O
السلام,I_ORG
کیلومترها,O
تیم,O
زراعت,B_ORG
به,O
"""",I_EVE
انجلس,I_LOC
کرونا,I_EVE
خبرگزاری,B_ORG
حبیب,I_PER
[,O
فصل,O
محمد,B_PER
سلیمانی,B_PER
من,O
مهران,B_PER
از,O
از,O
در,O
اداره,B_ORG
هستیم,O
ها,O
در,O
دامپزشکی,B_ORG
سیدرضا,B_PER
تخت,B_PER
کشور,O
نگرفته,O
جامعهای,O
راهبردی,O
شهرستان,O
استقلال,I_LOC
کنار,O
کاج,I_LOC
اظهار,O
و,O
ابتدا,O
##تا,O
های,O
المدر,B_PER
در,O
کنند,O
۲۰,B_TIM
ایران,B_ORG
در,O
۱۳۵۸,I_DAT
و,O
!,O
مرکزی,I_ORG
شد,O
تشکل,O
شماری,O
عمیق,O
را,O
به,O
مهر,I_ORG
علی,O
سلام,O
سالیانه,I_ORG
قرار,O
امروز,O
دانشاموزان,B_PER
انتظامی,I_ORG
فجر,I_EVE
